Age,Attrition,Attrition Date,Business Travel,Department,Distance From Home,Education,Education Field,Employee Number,Gender,Job Level,Job Role,Marital Status,Monthly Income,Num Companies Worked,Over Time,Over18,Percent Salary Hike,Random Number,Stock Option Level,Survey Questions,Survey Values,Total Working Years,Training Times Last Year,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Daily Rate,Employee Count,Hourly Rate,Monthly Rate,Performance Rating,Standard Hours
56,No,,Rare,Research & Development,23,Bachelor's Degree,Life Sciences,1373,Male,4,Manufacturing Director,Married,13402,4,With Overtime,Y,12,312,100-200,Environment Satisfaction,High,33,0,19,16,15,9,1369,1,68,18235,3,80
50,No,,Rare,Research & Development,24,Bachelor's Degree,Life Sciences,1005,Male,4,Manufacturing Director,Married,13973,3,With Overtime,Y,18,325,100-200,Environment Satisfaction,High,22,2,12,11,1,5,939,1,95,4161,3,80
38,No,,Rare,Research & Development,2,Doctoral Degree,Medical,773,Male,1,Research Scientist,Married,3057,6,With Overtime,Y,13,27,100-200,Environment Satisfaction,High,6,0,1,0,0,1,268,1,92,20471,3,80
31,No,,Rare,Research & Development,11,Master's Degree,Life Sciences,895,Male,1,Research Scientist,Married,2356,3,With Overtime,Y,19,156,100-200,Environment Satisfaction,High,8,2,6,4,0,2,1222,1,48,14871,3,80
35,No,,Rare,Research & Development,11,Master's Degree,Medical,2003,Male,1,Laboratory Technician,Married,2660,7,With Overtime,Y,11,90,100-200,Environment Satisfaction,High,5,3,2,2,2,2,1490,1,43,20232,3,80
44,No,,Rare,Research & Development,3,Master's Degree,Other,671,Male,5,Manager,Married,19513,4,With Overtime,Y,12,28,100-200,Environment Satisfaction,High,26,2,2,2,0,1,1315,1,35,9358,3,80
34,No,,Rare,Research & Development,1,Associates Degree,Life Sciences,649,Male,1,Research Scientist,Married,3622,1,With Overtime,Y,13,26,100-200,Job Satisfaction,High,6,3,6,5,1,3,254,1,83,22794,3,80
40,No,,Rare,Research & Development,19,Associates Degree,Medical,281,Male,2,Laboratory Technician,Married,2741,8,With Overtime,Y,15,146,100-200,Job Satisfaction,High,15,2,7,2,3,7,905,1,99,16523,3,80
55,No,,Rare,Research & Development,20,Associates Degree,Technical Degree,389,Male,2,Laboratory Technician,Married,5415,3,With Overtime,Y,19,333,100-200,Job Satisfaction,High,12,4,10,7,0,8,147,1,37,15972,3,80
38,No,,Rare,Research & Development,18,Bachelor's Degree,Medical,1766,Male,2,Healthcare Representative,Married,5811,3,With Overtime,Y,16,139,100-200,Job Satisfaction,High,15,2,1,0,1,0,833,1,60,24539,3,80
36,No,,Rare,Research & Development,14,High School,Life Sciences,924,Male,2,Healthcare Representative,Married,6586,0,With Overtime,Y,17,195,100-200,Job Satisfaction,High,17,2,16,8,4,11,1425,1,68,4821,3,80
29,No,,Rare,Research & Development,8,High School,Medical,1150,Male,2,Manufacturing Director,Married,5056,1,With Overtime,Y,15,69,100-200,Job Satisfaction,High,10,2,10,7,1,2,718,1,79,17689,3,80
31,No,,Rare,Research & Development,11,Master's Degree,Life Sciences,895,Male,1,Research Scientist,Married,2356,3,With Overtime,Y,19,156,100-200,Job Satisfaction,High,8,2,6,4,0,2,1222,1,48,14871,3,80
41,No,,Rare,Research & Development,12,Master's Degree,Life Sciences,1158,Male,1,Laboratory Technician,Married,4766,3,With Overtime,Y,11,169,100-200,Job Satisfaction,High,6,4,1,0,0,0,167,1,46,9051,3,80
31,No,,Rare,Research & Development,5,Master's Degree,Technical Degree,423,Male,1,Research Scientist,Married,4821,0,With Overtime,Y,12,93,100-200,Job Satisfaction,High,6,4,5,2,0,3,691,1,86,10077,3,80
44,No,,Rare,Research & Development,3,Master's Degree,Other,671,Male,5,Manager,Married,19513,4,With Overtime,Y,12,28,100-200,Job Satisfaction,High,26,2,2,2,0,1,1315,1,35,9358,3,80
34,No,,Rare,Research & Development,1,Associates Degree,Life Sciences,649,Male,1,Research Scientist,Married,3622,1,With Overtime,Y,13,26,100-200,Relationship Satisfaction,High,6,3,6,5,1,3,254,1,83,22794,3,80
55,No,,Rare,Research & Development,20,Associates Degree,Technical Degree,389,Male,2,Laboratory Technician,Married,5415,3,With Overtime,Y,19,333,100-200,Relationship Satisfaction,High,12,4,10,7,0,8,147,1,37,15972,3,80
36,No,,Rare,Research & Development,10,Bachelor's Degree,Life Sciences,1790,Male,3,Healthcare Representative,Married,8321,7,With Overtime,Y,13,143,100-200,Relationship Satisfaction,High,15,1,12,8,5,7,1383,1,90,25949,3,80
50,No,,Rare,Research & Development,24,Bachelor's Degree,Life Sciences,1005,Male,4,Manufacturing Director,Married,13973,3,With Overtime,Y,18,325,100-200,Relationship Satisfaction,High,22,2,12,11,1,5,939,1,95,4161,3,80
50,No,,Rare,Research & Development,2,Master's Degree,Medical,1061,Male,5,Research Director,Married,19237,2,With Overtime,Y,11,27,100-200,Relationship Satisfaction,High,29,2,8,1,7,7,1464,1,62,12853,3,80
40,No,,Rare,Research & Development,19,Associates Degree,Medical,281,Male,2,Laboratory Technician,Married,2741,8,With Overtime,Y,15,146,100-200,Work Life Balance,High,15,2,7,2,3,7,905,1,99,16523,3,80
44,No,,Rare,Research & Development,3,Master's Degree,Other,671,Male,5,Manager,Married,19513,4,With Overtime,Y,12,28,100-200,Work Life Balance,High,26,2,2,2,0,1,1315,1,35,9358,3,80
27,No,,Rare,Research & Development,14,Bachelor's Degree,Life Sciences,1244,Male,1,Research Scientist,Married,2235,1,With Overtime,Y,14,195,200-500,Environment Satisfaction,Very Low,9,3,9,7,6,8,1103,1,42,14377,3,80
27,No,,Rare,Research & Development,14,Bachelor's Degree,Life Sciences,1244,Male,1,Research Scientist,Married,2235,1,With Overtime,Y,14,195,200-500,Job Satisfaction,Very Low,9,3,9,7,6,8,1103,1,42,14377,3,80
24,No,,Rare,Research & Development,23,Bachelor's Degree,Medical,639,Male,1,Research Scientist,Married,2725,1,With Overtime,Y,11,174,200-500,Environment Satisfaction,Low,6,3,6,5,1,4,691,1,89,21630,3,80
45,No,,Rare,Research & Development,29,Bachelor's Degree,Technical Degree,1465,Male,3,Manufacturing Director,Married,9380,4,With Overtime,Y,18,238.5,200-500,Environment Satisfaction,Low,10,4,3,1,1,2,1448,1,55,14720,3,80
24,No,,Rare,Research & Development,23,Bachelor's Degree,Medical,639,Male,1,Research Scientist,Married,2725,1,With Overtime,Y,11,174,200-500,Relationship Satisfaction,Low,6,3,6,5,1,4,691,1,89,21630,3,80
27,No,,Rare,Research & Development,14,Bachelor's Degree,Life Sciences,1244,Male,1,Research Scientist,Married,2235,1,With Overtime,Y,14,195,200-500,Work Life Balance,Low,9,3,9,7,6,8,1103,1,42,14377,3,80
27,No,,Rare,Research & Development,14,Bachelor's Degree,Life Sciences,1244,Male,1,Research Scientist,Married,2235,1,With Overtime,Y,14,195,200-500,Job Involvement,Moderate,9,3,9,7,6,8,1103,1,42,14377,3,80
45,No,,Rare,Research & Development,29,Bachelor's Degree,Technical Degree,1465,Male,3,Manufacturing Director,Married,9380,4,With Overtime,Y,18,238.5,200-500,Job Involvement,Moderate,10,4,3,1,1,2,1448,1,55,14720,3,80
24,No,,Rare,Research & Development,23,Bachelor's Degree,Medical,639,Male,1,Research Scientist,Married,2725,1,With Overtime,Y,11,174,200-500,Work Life Balance,Moderate,6,3,6,5,1,4,691,1,89,21630,3,80
24,No,,Rare,Research & Development,23,Bachelor's Degree,Medical,639,Male,1,Research Scientist,Married,2725,1,With Overtime,Y,11,174,200-500,Job Involvement,High,6,3,6,5,1,4,691,1,89,21630,3,80
24,No,,Rare,Research & Development,23,Bachelor's Degree,Medical,639,Male,1,Research Scientist,Married,2725,1,With Overtime,Y,11,174,200-500,Job Satisfaction,High,6,3,6,5,1,4,691,1,89,21630,3,80
45,No,,Rare,Research & Development,29,Bachelor's Degree,Technical Degree,1465,Male,3,Manufacturing Director,Married,9380,4,With Overtime,Y,18,238.5,200-500,Job Satisfaction,High,10,4,3,1,1,2,1448,1,55,14720,3,80
27,No,,Rare,Research & Development,14,Bachelor's Degree,Life Sciences,1244,Male,1,Research Scientist,Married,2235,1,With Overtime,Y,14,195,200-500,Relationship Satisfaction,High,9,3,9,7,6,8,1103,1,42,14377,3,80
45,No,,Rare,Research & Development,29,Bachelor's Degree,Technical Degree,1465,Male,3,Manufacturing Director,Married,9380,4,With Overtime,Y,18,238.5,200-500,Relationship Satisfaction,High,10,4,3,1,1,2,1448,1,55,14720,3,80
45,No,,Rare,Research & Development,29,Bachelor's Degree,Technical Degree,1465,Male,3,Manufacturing Director,Married,9380,4,With Overtime,Y,18,238.5,200-500,Work Life Balance,High,10,4,3,1,1,2,1448,1,55,14720,3,80
34,No,,Rare,Research & Development,2,Master's Degree,Medical,1755,Male,1,Research Scientist,Married,2932,0,With Overtime,Y,14,27,More than 500,Relationship Satisfaction,Very Low,6,3,5,0,1,2,181,1,97,5586,3,80
53,No,,Rare,Research & Development,3,Master's Degree,Medical,386,Male,4,Research Director,Married,17584,3,With Overtime,Y,16,34,More than 500,Work Life Balance,Low,21,5,5,3,1,3,1070,1,45,21016,3,80
53,No,,Rare,Research & Development,3,Master's Degree,Medical,386,Male,4,Research Director,Married,17584,3,With Overtime,Y,16,34,More than 500,Environment Satisfaction,Moderate,21,5,5,3,1,3,1070,1,45,21016,3,80
53,No,,Rare,Research & Development,3,Master's Degree,Medical,386,Male,4,Research Director,Married,17584,3,With Overtime,Y,16,34,More than 500,Job Involvement,Moderate,21,5,5,3,1,3,1070,1,45,21016,3,80
50,No,,Rare,Research & Development,28,High School,Medical,716,Male,1,Laboratory Technician,Married,3221,1,With Overtime,Y,11,209,More than 500,Job Satisfaction,Moderate,20,3,20,8,3,8,1207,1,74,3297,3,80
53,No,,Rare,Research & Development,3,Master's Degree,Medical,386,Male,4,Research Director,Married,17584,3,With Overtime,Y,16,34,More than 500,Job Satisfaction,Moderate,21,5,5,3,1,3,1070,1,45,21016,3,80
50,No,,Rare,Research & Development,28,High School,Medical,716,Male,1,Laboratory Technician,Married,3221,1,With Overtime,Y,11,209,More than 500,Relationship Satisfaction,Moderate,20,3,20,8,3,8,1207,1,74,3297,3,80
50,No,,Rare,Research & Development,28,High School,Medical,716,Male,1,Laboratory Technician,Married,3221,1,With Overtime,Y,11,209,More than 500,Work Life Balance,Moderate,20,3,20,8,3,8,1207,1,74,3297,3,80
34,No,,Rare,Research & Development,2,Master's Degree,Medical,1755,Male,1,Research Scientist,Married,2932,0,With Overtime,Y,14,27,More than 500,Work Life Balance,Moderate,6,3,5,0,1,2,181,1,97,5586,3,80
50,No,,Rare,Research & Development,28,High School,Medical,716,Male,1,Laboratory Technician,Married,3221,1,With Overtime,Y,11,209,More than 500,Environment Satisfaction,High,20,3,20,8,3,8,1207,1,74,3297,3,80
34,No,,Rare,Research & Development,2,Master's Degree,Medical,1755,Male,1,Research Scientist,Married,2932,0,With Overtime,Y,14,27,More than 500,Environment Satisfaction,High,6,3,5,0,1,2,181,1,97,5586,3,80
50,No,,Rare,Research & Development,28,High School,Medical,716,Male,1,Laboratory Technician,Married,3221,1,With Overtime,Y,11,209,More than 500,Job Involvement,High,20,3,20,8,3,8,1207,1,74,3297,3,80
34,No,,Rare,Research & Development,2,Master's Degree,Medical,1755,Male,1,Research Scientist,Married,2932,0,With Overtime,Y,14,27,More than 500,Job Involvement,High,6,3,5,0,1,2,181,1,97,5586,3,80
34,No,,Rare,Research & Development,2,Master's Degree,Medical,1755,Male,1,Research Scientist,Married,2932,0,With Overtime,Y,14,27,More than 500,Job Satisfaction,High,6,3,5,0,1,2,181,1,97,5586,3,80
53,No,,Rare,Research & Development,3,Master's Degree,Medical,386,Male,4,Research Director,Married,17584,3,With Overtime,Y,16,34,More than 500,Relationship Satisfaction,High,21,5,5,3,1,3,1070,1,45,21016,3,80
41,No,,Rare,Research & Development,6,Bachelor's Degree,Medical,957,Male,1,Laboratory Technician,Single,4721,2,With Overtime,Y,13,55,None,Job Satisfaction,Very Low,20,3,18,13,2,17,263,1,59,3119,3,80
55,No,,Rare,Research & Development,1,Bachelor's Degree,Medical,374,Male,5,Manager,Single,19045,0,With Overtime,Y,14,20,None,Job Satisfaction,Very Low,37,2,36,10,4,13,452,1,81,18938,3,80
29,No,,Rare,Research & Development,3,High School,Medical,1586,Male,1,Laboratory Technician,Single,4723,1,With Overtime,Y,18,34,None,Job Satisfaction,Very Low,10,3,10,9,1,5,1370,1,87,16213,3,80
33,No,,Rare,Research & Development,1,Master's Degree,Other,939,Male,1,Research Scientist,Single,2799,3,With Overtime,Y,11,18,None,Job Satisfaction,Very Low,6,1,3,2,0,2,1198,1,100,3339,3,80
33,No,,Rare,Research & Development,8,Doctoral Degree,Life Sciences,1515,Male,2,Healthcare Representative,Single,6388,2,With Overtime,Y,17,117,None,Relationship Satisfaction,Very Low,14,6,0,0,0,0,516,1,69,22049,3,80
44,No,,Rare,Research & Development,1,Bachelor's Degree,Medical,2020,Male,1,Research Scientist,Single,2436,6,With Overtime,Y,12,20,None,Environment Satisfaction,Low,6,2,4,3,1,2,1037,1,42,13422,3,80
29,No,,Rare,Research & Development,3,High School,Medical,1586,Male,1,Laboratory Technician,Single,4723,1,With Overtime,Y,18,34,None,Environment Satisfaction,Low,10,3,10,9,1,5,1370,1,87,16213,3,80
41,No,,Rare,Research & Development,6,Bachelor's Degree,Medical,466,Male,2,Manufacturing Director,Single,6032,6,With Overtime,Y,15,55,None,Job Involvement,Low,8,3,5,4,1,2,483,1,95,10110,3,80
31,No,,Rare,Research & Development,9,Master's Degree,Life Sciences,493,Male,1,Research Scientist,Single,2657,0,With Overtime,Y,16,130,None,Job Involvement,Low,3,5,2,2,2,2,408,1,42,7551,3,80
33,No,,Rare,Research & Development,1,Master's Degree,Other,939,Male,1,Research Scientist,Single,2799,3,With Overtime,Y,11,18,None,Job Involvement,Low,6,1,3,2,0,2,1198,1,100,3339,3,80
41,No,,Rare,Research & Development,6,Bachelor's Degree,Medical,466,Male,2,Manufacturing Director,Single,6032,6,With Overtime,Y,15,55,None,Job Satisfaction,Low,8,3,5,4,1,2,483,1,95,10110,3,80
31,No,,Rare,Research & Development,9,Master's Degree,Life Sciences,493,Male,1,Research Scientist,Single,2657,0,With Overtime,Y,16,130,None,Job Satisfaction,Low,3,5,2,2,2,2,408,1,42,7551,3,80
37,No,,Rare,Research & Development,10,Master's Degree,Life Sciences,518,Male,2,Manufacturing Director,Single,4197,2,With Overtime,Y,12,143,None,Job Satisfaction,Low,18,2,1,0,0,1,1305,1,49,21123,3,80
33,No,,Rare,Research & Development,1,Master's Degree,Other,939,Male,1,Research Scientist,Single,2799,3,With Overtime,Y,11,18,None,Relationship Satisfaction,Low,6,1,3,2,0,2,1198,1,100,3339,3,80
37,No,,Rare,Research & Development,10,Master's Degree,Life Sciences,518,Male,2,Manufacturing Director,Single,4197,2,With Overtime,Y,12,143,None,Work Life Balance,Low,18,2,1,0,0,1,1305,1,49,21123,3,80
31,No,,Rare,Research & Development,9,Master's Degree,Life Sciences,493,Male,1,Research Scientist,Single,2657,0,With Overtime,Y,16,130,None,Environment Satisfaction,Moderate,3,5,2,2,2,2,408,1,42,7551,3,80
33,No,,Rare,Research & Development,1,Master's Degree,Other,939,Male,1,Research Scientist,Single,2799,3,With Overtime,Y,11,18,None,Environment Satisfaction,Moderate,6,1,3,2,0,2,1198,1,100,3339,3,80
37,No,,Rare,Research & Development,10,Master's Degree,Life Sciences,518,Male,2,Manufacturing Director,Single,4197,2,With Overtime,Y,12,143,None,Environment Satisfaction,Moderate,18,2,1,0,0,1,1305,1,49,21123,3,80
44,No,,Rare,Research & Development,1,Bachelor's Degree,Medical,2020,Male,1,Research Scientist,Single,2436,6,With Overtime,Y,12,20,None,Job Involvement,Moderate,6,2,4,3,1,2,1037,1,42,13422,3,80
41,No,,Rare,Research & Development,6,Bachelor's Degree,Medical,957,Male,1,Laboratory Technician,Single,4721,2,With Overtime,Y,13,55,None,Job Involvement,Moderate,20,3,18,13,2,17,263,1,59,3119,3,80
55,No,,Rare,Research & Development,1,Bachelor's Degree,Medical,374,Male,5,Manager,Single,19045,0,With Overtime,Y,14,20,None,Job Involvement,Moderate,37,2,36,10,4,13,452,1,81,18938,3,80
33,No,,Rare,Research & Development,8,Doctoral Degree,Life Sciences,1515,Male,2,Healthcare Representative,Single,6388,2,With Overtime,Y,17,117,None,Job Involvement,Moderate,14,6,0,0,0,0,516,1,69,22049,3,80
29,No,,Rare,Research & Development,3,High School,Medical,1586,Male,1,Laboratory Technician,Single,4723,1,With Overtime,Y,18,34,None,Job Involvement,Moderate,10,3,10,9,1,5,1370,1,87,16213,3,80
37,No,,Rare,Research & Development,10,Master's Degree,Life Sciences,518,Male,2,Manufacturing Director,Single,4197,2,With Overtime,Y,12,143,None,Job Involvement,Moderate,18,2,1,0,0,1,1305,1,49,21123,3,80
33,No,,Rare,Research & Development,8,Doctoral Degree,Life Sciences,1515,Male,2,Healthcare Representative,Single,6388,2,With Overtime,Y,17,117,None,Job Satisfaction,Moderate,14,6,0,0,0,0,516,1,69,22049,3,80
44,No,,Rare,Research & Development,1,Bachelor's Degree,Medical,2020,Male,1,Research Scientist,Single,2436,6,With Overtime,Y,12,20,None,Relationship Satisfaction,Moderate,6,2,4,3,1,2,1037,1,42,13422,3,80
41,No,,Rare,Research & Development,6,Bachelor's Degree,Medical,957,Male,1,Laboratory Technician,Single,4721,2,With Overtime,Y,13,55,None,Relationship Satisfaction,Moderate,20,3,18,13,2,17,263,1,59,3119,3,80
55,No,,Rare,Research & Development,1,Bachelor's Degree,Medical,374,Male,5,Manager,Single,19045,0,With Overtime,Y,14,20,None,Relationship Satisfaction,Moderate,37,2,36,10,4,13,452,1,81,18938,3,80
44,No,,Rare,Research & Development,1,Bachelor's Degree,Medical,2020,Male,1,Research Scientist,Single,2436,6,With Overtime,Y,12,20,None,Work Life Balance,Moderate,6,2,4,3,1,2,1037,1,42,13422,3,80
41,No,,Rare,Research & Development,6,Bachelor's Degree,Medical,957,Male,1,Laboratory Technician,Single,4721,2,With Overtime,Y,13,55,None,Work Life Balance,Moderate,20,3,18,13,2,17,263,1,59,3119,3,80
41,No,,Rare,Research & Development,6,Bachelor's Degree,Medical,466,Male,2,Manufacturing Director,Single,6032,6,With Overtime,Y,15,55,None,Work Life Balance,Moderate,8,3,5,4,1,2,483,1,95,10110,3,80
55,No,,Rare,Research & Development,1,Bachelor's Degree,Medical,374,Male,5,Manager,Single,19045,0,With Overtime,Y,14,20,None,Work Life Balance,Moderate,37,2,36,10,4,13,452,1,81,18938,3,80
33,No,,Rare,Research & Development,8,Doctoral Degree,Life Sciences,1515,Male,2,Healthcare Representative,Single,6388,2,With Overtime,Y,17,117,None,Work Life Balance,Moderate,14,6,0,0,0,0,516,1,69,22049,3,80
29,No,,Rare,Research & Development,3,High School,Medical,1586,Male,1,Laboratory Technician,Single,4723,1,With Overtime,Y,18,34,None,Work Life Balance,Moderate,10,3,10,9,1,5,1370,1,87,16213,3,80
31,No,,Rare,Research & Development,9,Master's Degree,Life Sciences,493,Male,1,Research Scientist,Single,2657,0,With Overtime,Y,16,130,None,Work Life Balance,Moderate,3,5,2,2,2,2,408,1,42,7551,3,80
33,No,,Rare,Research & Development,1,Master's Degree,Other,939,Male,1,Research Scientist,Single,2799,3,With Overtime,Y,11,18,None,Work Life Balance,Moderate,6,1,3,2,0,2,1198,1,100,3339,3,80
41,No,,Rare,Research & Development,6,Bachelor's Degree,Medical,957,Male,1,Laboratory Technician,Single,4721,2,With Overtime,Y,13,55,None,Environment Satisfaction,High,20,3,18,13,2,17,263,1,59,3119,3,80
41,No,,Rare,Research & Development,6,Bachelor's Degree,Medical,466,Male,2,Manufacturing Director,Single,6032,6,With Overtime,Y,15,55,None,Environment Satisfaction,High,8,3,5,4,1,2,483,1,95,10110,3,80
55,No,,Rare,Research & Development,1,Bachelor's Degree,Medical,374,Male,5,Manager,Single,19045,0,With Overtime,Y,14,20,None,Environment Satisfaction,High,37,2,36,10,4,13,452,1,81,18938,3,80
33,No,,Rare,Research & Development,8,Doctoral Degree,Life Sciences,1515,Male,2,Healthcare Representative,Single,6388,2,With Overtime,Y,17,117,None,Environment Satisfaction,High,14,6,0,0,0,0,516,1,69,22049,3,80
44,No,,Rare,Research & Development,1,Bachelor's Degree,Medical,2020,Male,1,Research Scientist,Single,2436,6,With Overtime,Y,12,20,None,Job Satisfaction,High,6,2,4,3,1,2,1037,1,42,13422,3,80
41,No,,Rare,Research & Development,6,Bachelor's Degree,Medical,466,Male,2,Manufacturing Director,Single,6032,6,With Overtime,Y,15,55,None,Relationship Satisfaction,High,8,3,5,4,1,2,483,1,95,10110,3,80
29,No,,Rare,Research & Development,3,High School,Medical,1586,Male,1,Laboratory Technician,Single,4723,1,With Overtime,Y,18,34,None,Relationship Satisfaction,High,10,3,10,9,1,5,1370,1,87,16213,3,80
31,No,,Rare,Research & Development,9,Master's Degree,Life Sciences,493,Male,1,Research Scientist,Single,2657,0,With Overtime,Y,16,130,None,Relationship Satisfaction,High,3,5,2,2,2,2,408,1,42,7551,3,80
37,No,,Rare,Research & Development,10,Master's Degree,Life Sciences,518,Male,2,Manufacturing Director,Single,4197,2,With Overtime,Y,12,143,None,Relationship Satisfaction,High,18,2,1,0,0,1,1305,1,49,21123,3,80
29,No,,Rare,Sales,5,Bachelor's Degree,Medical,1669,Male,2,Sales Executive,Divorced,4187,1,With Overtime,Y,13,48,100-200,Environment Satisfaction,Very Low,10,3,10,0,0,9,991,1,43,3356,3,80
45,No,,Rare,Sales,9,Bachelor's Degree,Marketing,864,Male,3,Sales Executive,Divorced,10761,4,With Overtime,Y,12,94,100-200,Job Satisfaction,Very Low,18,2,5,4,0,2,930,1,74,19239,3,80
60,No,,Rare,Sales,7,Master's Degree,Marketing,1233,Male,2,Sales Executive,Divorced,5220,0,With Overtime,Y,18,76,100-200,Environment Satisfaction,Low,12,3,11,7,1,9,696,1,52,10893,3,80
29,No,,Rare,Sales,5,Bachelor's Degree,Medical,1669,Male,2,Sales Executive,Divorced,4187,1,With Overtime,Y,13,48,100-200,Job Involvement,Low,10,3,10,0,0,9,991,1,43,3356,3,80
29,No,,Rare,Sales,5,Bachelor's Degree,Medical,1669,Male,2,Sales Executive,Divorced,4187,1,With Overtime,Y,13,48,100-200,Job Satisfaction,Low,10,3,10,0,0,9,991,1,43,3356,3,80
29,No,,Rare,Sales,5,Bachelor's Degree,Medical,1669,Male,2,Sales Executive,Divorced,4187,1,With Overtime,Y,13,48,100-200,Relationship Satisfaction,Low,10,3,10,0,0,9,991,1,43,3356,3,80
46,No,,Rare,Sales,2,Bachelor's Degree,Life Sciences,1732,Male,3,Sales Executive,Divorced,10368,4,With Overtime,Y,12,39,100-200,Relationship Satisfaction,Low,13,5,10,6,0,3,1277,1,74,5596,3,80
60,No,,Rare,Sales,7,Master's Degree,Marketing,1233,Male,2,Sales Executive,Divorced,5220,0,With Overtime,Y,18,76,100-200,Relationship Satisfaction,Low,12,3,11,7,1,9,696,1,52,10893,3,80
29,No,,Rare,Sales,5,Bachelor's Degree,Medical,1669,Male,2,Sales Executive,Divorced,4187,1,With Overtime,Y,13,48,100-200,Work Life Balance,Low,10,3,10,0,0,9,991,1,43,3356,3,80
46,No,,Rare,Sales,2,Bachelor's Degree,Life Sciences,1732,Male,3,Sales Executive,Divorced,10368,4,With Overtime,Y,12,39,100-200,Work Life Balance,Low,13,5,10,6,0,3,1277,1,74,5596,3,80
46,No,,Rare,Sales,2,Bachelor's Degree,Life Sciences,1732,Male,3,Sales Executive,Divorced,10368,4,With Overtime,Y,12,39,100-200,Environment Satisfaction,Moderate,13,5,10,6,0,3,1277,1,74,5596,3,80
46,No,,Rare,Sales,2,Bachelor's Degree,Life Sciences,1732,Male,3,Sales Executive,Divorced,10368,4,With Overtime,Y,12,39,100-200,Job Involvement,Moderate,13,5,10,6,0,3,1277,1,74,5596,3,80
45,No,,Rare,Sales,9,Bachelor's Degree,Marketing,864,Male,3,Sales Executive,Divorced,10761,4,With Overtime,Y,12,94,100-200,Job Involvement,Moderate,18,2,5,4,0,2,930,1,74,19239,3,80
45,No,,Rare,Sales,9,Bachelor's Degree,Marketing,864,Male,3,Sales Executive,Divorced,10761,4,With Overtime,Y,12,94,100-200,Relationship Satisfaction,Moderate,18,2,5,4,0,2,930,1,74,19239,3,80
45,No,,Rare,Sales,9,Bachelor's Degree,Marketing,864,Male,3,Sales Executive,Divorced,10761,4,With Overtime,Y,12,94,100-200,Work Life Balance,Moderate,18,2,5,4,0,2,930,1,74,19239,3,80
60,No,,Rare,Sales,7,Master's Degree,Marketing,1233,Male,2,Sales Executive,Divorced,5220,0,With Overtime,Y,18,76,100-200,Work Life Balance,Moderate,12,3,11,7,1,9,696,1,52,10893,3,80
45,No,,Rare,Sales,9,Bachelor's Degree,Marketing,864,Male,3,Sales Executive,Divorced,10761,4,With Overtime,Y,12,94,100-200,Environment Satisfaction,High,18,2,5,4,0,2,930,1,74,19239,3,80
60,No,,Rare,Sales,7,Master's Degree,Marketing,1233,Male,2,Sales Executive,Divorced,5220,0,With Overtime,Y,18,76,100-200,Job Involvement,High,12,3,11,7,1,9,696,1,52,10893,3,80
46,No,,Rare,Sales,2,Bachelor's Degree,Life Sciences,1732,Male,3,Sales Executive,Divorced,10368,4,With Overtime,Y,12,39,100-200,Job Satisfaction,High,13,5,10,6,0,3,1277,1,74,5596,3,80
60,No,,Rare,Sales,7,Master's Degree,Marketing,1233,Male,2,Sales Executive,Divorced,5220,0,With Overtime,Y,18,76,100-200,Job Satisfaction,High,12,3,11,7,1,9,696,1,52,10893,3,80
42,No,,Rare,Sales,12,Master's Degree,Marketing,1943,Male,2,Sales Executive,Divorced,5087,3,With Overtime,Y,12,121,200-500,Environment Satisfaction,Low,14,4,0,0,0,0,419,1,77,2900,3,80
38,No,,Rare,Sales,10,Master's Degree,Marketing,1119,Male,3,Sales Executive,Divorced,8740,0,With Overtime,Y,14,103,200-500,Job Involvement,Low,9,2,8,7,2,7,770,1,73,5569,3,80
38,No,,Rare,Sales,10,Master's Degree,Marketing,1119,Male,3,Sales Executive,Divorced,8740,0,With Overtime,Y,14,103,200-500,Relationship Satisfaction,Low,9,2,8,7,2,7,770,1,73,5569,3,80
38,No,,Rare,Sales,10,Master's Degree,Marketing,1119,Male,3,Sales Executive,Divorced,8740,0,With Overtime,Y,14,103,200-500,Environment Satisfaction,Moderate,9,2,8,7,2,7,770,1,73,5569,3,80
42,No,,Rare,Sales,12,Master's Degree,Marketing,1943,Male,2,Sales Executive,Divorced,5087,3,With Overtime,Y,12,121,200-500,Job Involvement,Moderate,14,4,0,0,0,0,419,1,77,2900,3,80
33,No,,Rare,Sales,10,Doctoral Degree,Marketing,1268,Male,3,Sales Executive,Divorced,8380,0,With Overtime,Y,14,103,200-500,Job Satisfaction,Moderate,10,3,9,8,0,8,536,1,82,21708,3,80
38,No,,Rare,Sales,10,Master's Degree,Marketing,1119,Male,3,Sales Executive,Divorced,8740,0,With Overtime,Y,14,103,200-500,Job Satisfaction,Moderate,9,2,8,7,2,7,770,1,73,5569,3,80
42,No,,Rare,Sales,12,Master's Degree,Marketing,1943,Male,2,Sales Executive,Divorced,5087,3,With Overtime,Y,12,121,200-500,Relationship Satisfaction,Moderate,14,4,0,0,0,0,419,1,77,2900,3,80
33,No,,Rare,Sales,10,Doctoral Degree,Marketing,1268,Male,3,Sales Executive,Divorced,8380,0,With Overtime,Y,14,103,200-500,Work Life Balance,Moderate,10,3,9,8,0,8,536,1,82,21708,3,80
42,No,,Rare,Sales,12,Master's Degree,Marketing,1943,Male,2,Sales Executive,Divorced,5087,3,With Overtime,Y,12,121,200-500,Work Life Balance,Moderate,14,4,0,0,0,0,419,1,77,2900,3,80
